"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2420","deveRetornarImagensDiferentes() Validando Aleatoriedade: 3/3","","Thu Apr 02 18:40:28 UTC 2026","passed","Thu Apr 02 18:40:30 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveRetornarImagensDiferentes"
"","2680","Validar contrato e status success","","Thu Apr 02 18:40:32 UTC 2026","passed","Thu Apr 02 18:40:35 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveRetornarSucessoEValidarSchema"
"","318","Validar sub-raças do Bulldog","","Thu Apr 02 18:40:22 UTC 2026","passed","Thu Apr 02 18:40:22 UTC 2026","","api.tests.BreedsListTest","api.tests.BreedsListTest","deveRetornarSubRacasParaBulldog"
"","2447","BUG: Erro 400 para contagem negativa","","Thu Apr 02 18:40:38 UTC 2026","failed","Thu Apr 02 18:40:40 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveRetornarErroParaParametroNegativo"
"","432","Validar contrato e integridade das imagens Validar raça: bulldog","","Thu Apr 02 18:40:20 UTC 2026","passed","Thu Apr 02 18:40:20 UTC 2026","","api.tests.BreedImagesTest","api.tests.BreedImagesTest","deveValidarContratoEImagensPorRaca"
"","2521","Validar busca funcional com termos inexistente","","Thu Apr 02 18:40:10 UTC 2026","passed","Thu Apr 02 18:40:13 UTC 2026","","web.BuscaBlogAgibankTest","web.BuscaBlogAgibankTest","buscarTermoInexistente"
"","229","Validar imagens de sub-raça (English Bulldog)","","Thu Apr 02 18:40:21 UTC 2026","passed","Thu Apr 02 18:40:21 UTC 2026","","api.tests.BreedImagesTest","api.tests.BreedImagesTest","deveRetornarImagensParaSubRaca"
"","220","Validar erro 404 para raça inexistente","","Thu Apr 02 18:40:21 UTC 2026","passed","Thu Apr 02 18:40:21 UTC 2026","","api.tests.BreedImagesTest","api.tests.BreedImagesTest","deveRetornarErroParaRacaInexistente"
"","2530","Validar integridade da URL da imagem","","Thu Apr 02 18:40:35 UTC 2026","passed","Thu Apr 02 18:40:38 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveRetornarUrlValidaComExtensao"
"","6331","Validar limites de quantidade (3 e 50)","","Thu Apr 02 18:40:46 UTC 2026","passed","Thu Apr 02 18:40:53 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveValidarLimitesDeQuantidade"
"","2313","BUG: Erro 400 para contagem zero","","Thu Apr 02 18:40:30 UTC 2026","failed","Thu Apr 02 18:40:32 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveRetornarErroParaParametroZero"
"","6861","Validar busca funcional com termos genéricos","","Thu Apr 02 18:39:57 UTC 2026","passed","Thu Apr 02 18:40:04 UTC 2026","","web.BuscaBlogAgibankTest","web.BuscaBlogAgibankTest","validarInputInvalido"
