"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","147","Validar SLA de resposta","","Thu Apr 02 17:30:24 UTC 2026","passed","Thu Apr 02 17:30:24 UTC 2026","","api.tests.BreedsListTest","api.tests.BreedsListTest","deveResponderDentroDoSLA"
"","592","BUG: Erro 400 para contagem negativa","","Thu Apr 02 17:30:28 UTC 2026","failed","Thu Apr 02 17:30:29 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveRetornarErroParaParametroNegativo"
"","1394","BUG: Erro 400 para contagem zero","","Thu Apr 02 17:30:26 UTC 2026","failed","Thu Apr 02 17:30:27 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveRetornarErroParaParametroZero"
"","648","Validar busca funcional sem textos","","Thu Apr 02 17:30:09 UTC 2026","passed","Thu Apr 02 17:30:09 UTC 2026","","web.BuscaBlogAgibankTest","web.BuscaBlogAgibankTest","testarBuscaVazia"
"A API aceita letras e retorna 200/sucesso, ignorando a tipagem do parâmetro.","378","BUG: Erro 400 para input não numérico","","Thu Apr 02 17:30:29 UTC 2026","failed","Thu Apr 02 17:30:29 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveRetornarErroParaParametroNaoNumerico"
"","163","Validar sub-raças do Bulldog","","Thu Apr 02 17:30:24 UTC 2026","passed","Thu Apr 02 17:30:24 UTC 2026","","api.tests.BreedsListTest","api.tests.BreedsListTest","deveRetornarSubRacasParaBulldog"
"","1534","Validar contrato e integridade das imagens Validar raça: labrador","","Thu Apr 02 17:30:20 UTC 2026","passed","Thu Apr 02 17:30:22 UTC 2026","","api.tests.BreedImagesTest","api.tests.BreedImagesTest","deveValidarContratoEImagensPorRaca"
"","1747","Validar SLA de resposta","","Thu Apr 02 17:30:18 UTC 2026","passed","Thu Apr 02 17:30:20 UTC 2026","","api.tests.BreedImagesTest","api.tests.BreedImagesTest","deveResponderDentroDoSLA"
"","588","deveRetornarImagensDiferentes() Validando Aleatoriedade: 2/3","","Thu Apr 02 17:30:24 UTC 2026","passed","Thu Apr 02 17:30:25 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveRetornarImagensDiferentes"
"","556","Validar busca com termo de artigo existente","","Thu Apr 02 17:30:09 UTC 2026","passed","Thu Apr 02 17:30:10 UTC 2026","","web.BuscaBlogAgibankTest","web.BuscaBlogAgibankTest","validarBuscaComSucesso"
"","548","Validar busca funcional com termos inexistente","","Thu Apr 02 17:30:10 UTC 2026","passed","Thu Apr 02 17:30:10 UTC 2026","","web.BuscaBlogAgibankTest","web.BuscaBlogAgibankTest","buscarTermoInexistente"
"","227","Validar estrutura da lista e raças principais","","Thu Apr 02 17:30:23 UTC 2026","passed","Thu Apr 02 17:30:24 UTC 2026","","api.tests.BreedsListTest","api.tests.BreedsListTest","deveValidarEstruturaEConteudoDaLista"
"","3967","Validar busca funcional com termos genéricos","","Thu Apr 02 17:30:05 UTC 2026","passed","Thu Apr 02 17:30:09 UTC 2026","","web.BuscaBlogAgibankTest","web.BuscaBlogAgibankTest","validarInputInvalido"
