"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1713","BUG: Erro 400 para contagem zero","","Thu Apr 02 16:35:23 UTC 2026","failed","Thu Apr 02 16:35:24 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveRetornarErroParaParametroZero"
"","1772","Validar contrato e integridade das imagens Validar raça: labrador","","Thu Apr 02 16:35:15 UTC 2026","passed","Thu Apr 02 16:35:16 UTC 2026","","api.tests.BreedImagesTest","api.tests.BreedImagesTest","deveValidarContratoEImagensPorRaca"
"","2143","Validar SLA de resposta","","Thu Apr 02 16:35:12 UTC 2026","passed","Thu Apr 02 16:35:15 UTC 2026","","api.tests.BreedImagesTest","api.tests.BreedImagesTest","deveResponderDentroDoSLA"
"","256","Validar imagens de sub-raça (English Bulldog)","","Thu Apr 02 16:35:17 UTC 2026","passed","Thu Apr 02 16:35:17 UTC 2026","","api.tests.BreedImagesTest","api.tests.BreedImagesTest","deveRetornarImagensParaSubRaca"
"","265","Validar contrato e integridade das imagens Validar raça: bulldog","","Thu Apr 02 16:35:16 UTC 2026","passed","Thu Apr 02 16:35:17 UTC 2026","","api.tests.BreedImagesTest","api.tests.BreedImagesTest","deveValidarContratoEImagensPorRaca"
"","169","Validar erro 404 para raça inexistente","","Thu Apr 02 16:35:17 UTC 2026","passed","Thu Apr 02 16:35:18 UTC 2026","","api.tests.BreedImagesTest","api.tests.BreedImagesTest","deveRetornarErroParaRacaInexistente"
"","1490","deveRetornarImagensDiferentes() Validando Aleatoriedade: 2/3","","Thu Apr 02 16:35:19 UTC 2026","passed","Thu Apr 02 16:35:21 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveRetornarImagensDiferentes"
"","1587","deveRetornarImagensDiferentes() Validando Aleatoriedade: 3/3","","Thu Apr 02 16:35:21 UTC 2026","passed","Thu Apr 02 16:35:23 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveRetornarImagensDiferentes"
"","170","Validar contrato e integridade das imagens Validar raça: akita","","Thu Apr 02 16:35:17 UTC 2026","passed","Thu Apr 02 16:35:17 UTC 2026","","api.tests.BreedImagesTest","api.tests.BreedImagesTest","deveValidarContratoEImagensPorRaca"
"","2678","Validar busca com termo de artigo existente","","Thu Apr 02 16:35:02 UTC 2026","passed","Thu Apr 02 16:35:04 UTC 2026","","web.BuscaBlogAgibankTest","web.BuscaBlogAgibankTest","validarBuscaComSucesso"
